TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,8,5,1,30,22XX QUEBEC ST,Mount Pleasant,492521.0413,5456974.285
Theft from Vehicle,2019,11,9,22,30,22XX QUEBEC ST,Mount Pleasant,492521.0413,5456974.285
Theft from Vehicle,2019,3,7,19,0,22XX QUEBEC ST,Mount Pleasant,492521.1381,5456977.84
Theft from Vehicle,2019,1,11,18,0,22XX RENFREW ST,Hastings-Sunrise,496771.3375,5456881.673
Theft from Vehicle,2019,2,25,22,30,22XX RENFREW ST,Hastings-Sunrise,496780.3604,5456855.28
Theft from Vehicle,2019,9,6,21,30,22XX RENFREW ST,Hastings-Sunrise,496780.4893,5456883.434
Theft from Vehicle,2019,5,24,3,0,22XX RENFREW ST,Hastings-Sunrise,496780.4988,5456885.396
Theft from Vehicle,2019,3,16,18,30,22XX SCOTIA ST,Mount Pleasant,492812.4751,5456969.881
Theft from Vehicle,2019,3,21,21,0,22XX SCOTIA ST,Mount Pleasant,492812.4751,5456969.881
Theft from Vehicle,2019,11,14,6,0,22XX SLOCAN ST,Hastings-Sunrise,496402.7925,5456842.361
Theft from Vehicle,2019,9,14,1,0,22XX SLOCAN ST,Hastings-Sunrise,496403.0285,5456888.365
Theft from Vehicle,2019,8,3,17,30,22XX SPRUCE ST,Fairview,490625.4144,5457027.138
Theft from Vehicle,2019,4,6,16,0,22XX ST GEORGE ST,Mount Pleasant,493239.8624,5456946.601
Theft from Vehicle,2019,6,29,17,0,22XX TRINITY ST,Grandview-Woodland,495764.0112,5459616.478
Theft from Vehicle,2019,11,1,15,0,22XX TRINITY ST,Grandview-Woodland,495764.0112,5459616.478
Theft from Vehicle,2019,10,17,12,0,22XX TRIUMPH ST,Grandview-Woodland,495664.4353,5459015.015
Theft from Vehicle,2019,9,19,23,30,22XX TRIUMPH ST,Grandview-Woodland,495774.3576,5459023.207
Theft from Vehicle,2019,6,26,20,0,22XX UPLAND DR,Victoria-Fraserview,495485.0633,5451688.622
Theft from Vehicle,2019,6,7,21,30,22XX VENABLES ST,Grandview-Woodland,495706.9804,5458210.293
Theft from Vehicle,2019,7,28,17,0,22XX VENABLES ST,Grandview-Woodland,495730.104,5458200.558
Theft from Vehicle,2019,4,24,21,0,22XX VINE ST,Kitsilano,488540.8714,5457090.027
Theft from Vehicle,2019,8,15,15,30,22XX W 12TH AVE,Kitsilano,488686.4417,5456481.892
Theft from Vehicle,2019,7,2,23,30,22XX W 13TH AVE,Kitsilano,488601.7156,5456380.811
Theft from Vehicle,2019,9,27,20,0,22XX W 13TH AVE,Kitsilano,488679.2281,5456377.855
Theft from Vehicle,2019,1,15,20,0,22XX W 13TH AVE,Kitsilano,488682.6007,5456377.727
Theft from Vehicle,2019,3,7,21,0,22XX W 13TH AVE,Kitsilano,488682.6007,5456377.727
Theft from Vehicle,2019,11,5,16,30,22XX W 14TH AVE,Kitsilano,488557.8738,5456283.457
Theft from Vehicle,2019,2,1,17,0,22XX W 15TH AVE,Kitsilano,488537.4947,5456177.489
Theft from Vehicle,2019,7,14,22,0,22XX W 15TH AVE,Kitsilano,488581.5793,5456184.777
Theft from Vehicle,2019,6,18,19,0,22XX W 15TH AVE,Kitsilano,488643.5432,5456182.155
Theft from Vehicle,2019,6,27,22,0,22XX W 18TH AVE,Arbutus Ridge,488620.72,5455959.623
Theft from Vehicle,2019,9,15,17,0,22XX W 18TH AVE,Arbutus Ridge,488670.0321,5455949.389
Theft from Vehicle,2019,4,1,16,20,22XX W 1ST AVE,Kitsilano,488626.9124,5457581.115
Theft from Vehicle,2019,5,26,20,0,22XX W 1ST AVE,Kitsilano,488627.2643,5457581.106
Theft from Vehicle,2019,5,28,21,0,22XX W 1ST AVE,Kitsilano,488627.2643,5457581.106
Theft from Vehicle,2019,2,11,17,0,22XX W 1ST AVE,Kitsilano,488659.7611,5457571.075
Theft from Vehicle,2019,5,15,23,0,22XX W 1ST AVE,Kitsilano,488716.0264,5457569.545
Theft from Vehicle,2019,8,16,3,0,22XX W 20TH AVE,Arbutus Ridge,488610.9963,5455758.803
Theft from Vehicle,2019,3,4,3,0,22XX W 23RD AVE,Arbutus Ridge,488597.9104,5455456.935
Theft from Vehicle,2019,10,14,22,15,22XX W 37TH AVE,Arbutus Ridge,488466.6908,5453959.464
Theft from Vehicle,2019,9,21,20,0,22XX W 3RD AVE,Kitsilano,488606.6153,5457385.208
Theft from Vehicle,2019,5,7,15,30,22XX W 41ST AVE,Arbutus Ridge,488397.8846,5453557.349
Theft from Vehicle,2019,10,29,11,30,22XX W 4TH AVE,Kitsilano,488570.1851,5457285.329
Theft from Vehicle,2019,9,11,23,0,22XX W 51ST AVE,Kerrisdale,488377.9406,5452489.487
Theft from Vehicle,2019,1,10,22,30,22XX W 5TH AVE,Kitsilano,488632.7123,5457188.518
Theft from Vehicle,2019,2,1,16,0,22XX W 5TH AVE,Kitsilano,488632.7123,5457188.518
Theft from Vehicle,2019,1,3,21,12,22XX W 5TH AVE,Kitsilano,488688.7696,5457186.669
Theft from Vehicle,2019,3,28,12,0,22XX W 5TH AVE,Kitsilano,488688.7696,5457186.669
Theft from Vehicle,2019,3,28,18,0,22XX W 5TH AVE,Kitsilano,488688.7696,5457186.669
Theft from Vehicle,2019,8,1,0,0,22XX W 6TH AVE,Kitsilano,488630.3638,5457085.331
Theft from Vehicle,2019,2,8,9,0,22XX W 6TH AVE,Kitsilano,488630.7155,5457085.32
Theft from Vehicle,2019,10,1,17,0,22XX W 6TH AVE,Kitsilano,488700.0198,5457083.031
Theft from Vehicle,2019,3,4,21,0,22XX W 6TH AVE,Kitsilano,488703.467,5457082.917
Theft from Vehicle,2019,3,29,9,32,22XX W 7TH AVE,Kitsilano,488700.9203,5456991.137
Theft from Vehicle,2019,4,28,22,0,22XX W BROADWAY AVE,Kitsilano,488660.2294,5456805.939
Theft from Vehicle,2019,1,5,5,0,22XX W BROADWAY AVE,Kitsilano,488695.9405,5456795.804
Theft from Vehicle,2019,1,31,7,15,22XX W BROADWAY AVE,Kitsilano,488695.9405,5456795.804
Theft from Vehicle,2019,5,17,0,30,22XX W KING EDWARD AVE,Arbutus Ridge,488644.8478,5455356.035
Theft from Vehicle,2019,2,3,21,0,22XX WENONAH ST,Kensington-Cedar Cottage,495638.044,5454626.721
Theft from Vehicle,2019,9,18,23,0,22XX WILLIAM ST,Grandview-Woodland,495651.1567,5457897.987
Theft from Vehicle,2019,3,30,22,0,22XX WILLIAM ST,Grandview-Woodland,495732.8025,5457906.089
Theft from Vehicle,2019,6,17,22,0,22XX YORK AVE,Kitsilano,488597.8363,5457678.19
Theft from Vehicle,2019,3,20,10,0,22XX YORK AVE,Kitsilano,488638.9674,5457667.993
Theft from Vehicle,2019,1,26,7,50,22XX YORK AVE,Kitsilano,488718.5904,5457665.96
Theft from Vehicle,2019,10,15,22,30,22XX YORK AVE,Kitsilano,488718.5904,5457665.96
Theft from Vehicle,2019,11,6,9,49,22XX YORK AVE,Kitsilano,488718.5904,5457665.96
Theft from Vehicle,2019,3,13,14,30,23XX ALDER ST,Fairview,490453.2566,5456947.758
Theft from Vehicle,2019,3,8,23,0,23XX ASH ST,Fairview,491450.4618,5456899.843
Theft from Vehicle,2019,5,9,12,55,23XX ASH ST,Fairview,491459.9472,5456921.98
Theft from Vehicle,2019,6,14,18,0,23XX BONACCORD DR,Victoria-Fraserview,495652.5748,5450858.406
Theft from Vehicle,2019,3,11,0,0,23XX BOUNDARY RD,Renfrew-Collingwood,498269.625,5456841.193
Theft from Vehicle,2019,6,29,10,30,23XX BOUNDARY RD,Renfrew-Collingwood,498269.625,5456841.193
Theft from Vehicle,2019,5,14,19,0,23XX BURQUITLAM DR,Victoria-Fraserview,495667.8843,5450758.583
Theft from Vehicle,2019,2,28,8,0,23XX BURQUITLAM DR,Victoria-Fraserview,495805.5627,5450774.853
Theft from Vehicle,2019,10,20,14,20,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Theft from Vehicle,2019,6,14,22,45,23XX CAMBIE ST,Mount Pleasant,491656.5178,5456908.854
Theft from Vehicle,2019,7,6,1,50,23XX CAMBRIDGE ST,Grandview-Woodland,495828.7306,5459313.731
Theft from Vehicle,2019,7,6,2,0,23XX CAMBRIDGE ST,Grandview-Woodland,495828.7306,5459313.731
Theft from Vehicle,2019,1,7,11,45,23XX CASSIAR ST,Hastings-Sunrise,497747.8265,5456715.629
Theft from Vehicle,2019,8,20,0,0,23XX CHARLES ST,Grandview-Woodland,495792.9266,5457796.734
Theft from Vehicle,2019,10,10,20,0,23XX CHARLES ST,Grandview-Woodland,495843.1944,5457795.371
Theft from Vehicle,2019,8,25,10,45,23XX CLARK DR,Grandview-Woodland,494366.3474,5456811.292
Theft from Vehicle,2019,2,18,21,0,23XX CLARK DR,Grandview-Woodland,494366.9108,5456829.882
Theft from Vehicle,2019,9,19,22,0,23XX COMMERCIAL DR,Grandview-Woodland,494928.8516,5456795.132
Theft from Vehicle,2019,2,1,23,0,23XX CYPRESS ST,Kitsilano,489231.6385,5456976.331
Theft from Vehicle,2019,10,21,18,30,23XX DUNDAS ST,Grandview-Woodland,495839.9944,5459121.015
Theft from Vehicle,2019,1,4,17,0,23XX E 12TH AVE,Kensington-Cedar Cottage,495788.5703,5456306.119
Theft from Vehicle,2019,5,5,20,0,23XX E 27TH AVE,Kensington-Cedar Cottage,495727.2111,5454879.369
Theft from Vehicle,2019,6,25,14,0,23XX E 28TH AVE,Kensington-Cedar Cottage,495754.8276,5454777.279
Theft from Vehicle,2019,4,16,0,0,23XX E 38TH AVE,Renfrew-Collingwood,495732.8369,5453675.474
Theft from Vehicle,2019,6,15,18,0,23XX E 48TH AVE,Victoria-Fraserview,495795.9263,5452550.726
Theft from Vehicle,2019,7,3,18,0,23XX E 48TH AVE,Victoria-Fraserview,495795.9263,5452550.726
Theft from Vehicle,2019,8,29,18,0,23XX E 48TH AVE,Victoria-Fraserview,495795.9263,5452550.726
Theft from Vehicle,2019,7,29,22,30,23XX E 49TH AVE,Victoria-Fraserview,495768.9772,5452469.805
Theft from Vehicle,2019,4,26,15,0,23XX E 4TH AVE,Grandview-Woodland,495789.0538,5457108.732
Theft from Vehicle,2019,3,3,14,0,23XX E BROADWAY AVE,Kensington-Cedar Cottage,495845.0097,5456603.014
Theft from Vehicle,2019,7,1,16,16,23XX E GEORGIA ST,Grandview-Woodland,495863.358,5458389.864
Theft from Vehicle,2019,1,26,21,42,23XX E HASTINGS ST,Grandview-Woodland,495832.3572,5458719.018
Theft from Vehicle,2019,1,31,18,0,23XX E PENDER ST,Grandview-Woodland,495795.5291,5458605.777
Theft from Vehicle,2019,7,5,17,0,23XX ETON ST,Grandview-Woodland,495811.6823,5459417.336
Theft from Vehicle,2019,2,3,14,30,23XX FIR ST,Fairview,489757.4822,5456964.103
Theft from Vehicle,2019,5,19,13,15,23XX GARDEN DR,Grandview-Woodland,495775.8375,5456820.99
Theft from Vehicle,2019,8,9,18,0,23XX GLEN DR,Mount Pleasant,494078.5076,5456809.994
Theft from Vehicle,2019,2,23,20,0,23XX GRANDVIEW HWY S,Kensington-Cedar Cottage,495850.5845,5456122.035
Theft from Vehicle,2019,10,9,21,0,23XX GRAVELEY ST,Grandview-Woodland,495787.0204,5457512.243
Theft from Vehicle,2019,5,13,23,0,23XX GRAVELEY ST,Grandview-Woodland,495806.1912,5457521.565
Theft from Vehicle,2019,6,23,22,30,23XX HARRISON DR,Victoria-Fraserview,495614.4908,5450640.802
Theft from Vehicle,2019,6,26,21,0,23XX HARRISON DR,Victoria-Fraserview,495647.2446,5450626.136
Theft from Vehicle,2019,6,27,18,0,23XX HARRISON DR,Victoria-Fraserview,495647.2446,5450626.136
Theft from Vehicle,2019,8,13,8,0,23XX HARRISON DR,Victoria-Fraserview,495660.2059,5450627.566
Theft from Vehicle,2019,7,4,21,20,23XX HARRISON DR,Victoria-Fraserview,495822.3876,5450731.409
Theft from Vehicle,2019,6,17,9,0,23XX HOYLAKE AVE,Victoria-Fraserview,495712.6553,5451455.196
Theft from Vehicle,2019,1,15,15,30,23XX KINGSWAY AVE,Renfrew-Collingwood,495768.1547,5454340.812
Theft from Vehicle,2019,3,30,17,27,23XX KINGSWAY AVE,Renfrew-Collingwood,495768.1547,5454340.812
Theft from Vehicle,2019,10,5,18,0,23XX KITCHENER ST,Grandview-Woodland,495790.6997,5457703.902
Theft from Vehicle,2019,6,23,0,1,23XX KITCHENER ST,Grandview-Woodland,495849.998,5457695.52
Theft from Vehicle,2019,6,30,17,30,23XX LAUREL ST,Fairview,490975.1861,5456931.201
Theft from Vehicle,2019,4,8,18,30,23XX MANITOBA ST,Mount Pleasant,492235.4011,5456885.874
Theft from Vehicle,2019,8,5,0,0,23XX MCBAIN AVE,Arbutus Ridge,488451.383,5455123.569
Theft from Vehicle,2019,8,9,8,0,23XX MCMULLEN AVE,Arbutus Ridge,488372.0891,5454971.978
Theft from Vehicle,2019,6,20,0,0,23XX NAPIER ST,Grandview-Woodland,495796.8951,5458008.226
Theft from Vehicle,2019,5,29,21,0,23XX OAK ST,Fairview,490796.6817,5456935.784
Theft from Vehicle,2019,10,21,17,30,23XX PINE ST,Fairview,489577.3184,5456966.793
Theft from Vehicle,2019,4,14,18,0,23XX QUEBEC ST,Mount Pleasant,492518.4342,5456878.296
Theft from Vehicle,2019,5,9,19,0,23XX RENFREW ST,Hastings-Sunrise,496780.0219,5456785.021
Theft from Vehicle,2019,7,15,21,0,23XX RUPERT ST,Hastings-Sunrise,497555.1761,5456708.28
Theft from Vehicle,2019,11,8,12,5,23XX SCOTIA ST,Mount Pleasant,492809.2304,5456869.489
Theft from Vehicle,2019,10,23,21,0,23XX SEMLIN DR,Grandview-Woodland,495353.9173,5456816.626
Theft from Vehicle,2019,11,13,19,0,23XX SLOCAN ST,Hastings-Sunrise,496402.4544,5456788.707
Theft from Vehicle,2019,11,8,17,0,23XX ST CATHERINES ST,Mount Pleasant,493804.9322,5456803.435
Theft from Vehicle,2019,1,10,21,0,23XX ST CATHERINES ST,Mount Pleasant,493805.4533,5456839.322
Theft from Vehicle,2019,1,2,1,0,23XX TRAFALGAR ST,Kitsilano,488028.0273,5457003.039
Theft from Vehicle,2019,6,10,22,30,23XX TURNER ST,Grandview-Woodland,495796.4393,5458480.925
Theft from Vehicle,2019,6,25,12,0,23XX TURNER ST,Grandview-Woodland,495796.4393,5458480.925
Theft from Vehicle,2019,1,20,16,30,23XX TURNER ST,Grandview-Woodland,495807.2899,5458480.887
Theft from Vehicle,2019,4,4,21,30,23XX UPLAND DR,Victoria-Fraserview,495734.918,5451693.654
Theft from Vehicle,2019,2,25,21,0,23XX W 14TH AVE,Kitsilano,488511.5976,5456285.211
Theft from Vehicle,2019,3,22,23,30,23XX W 14TH AVE,Kitsilano,488511.5976,5456285.211
Theft from Vehicle,2019,7,29,21,30,23XX W 14TH AVE,Kitsilano,488511.5976,5456285.211
Theft from Vehicle,2019,9,7,23,30,23XX W 15TH AVE,Kitsilano,488503.9806,5456178.689
Theft from Vehicle,2019,2,28,19,0,23XX W 15TH AVE,Kitsilano,488507.4426,5456178.63
Theft from Vehicle,2019,3,1,20,0,23XX W 15TH AVE,Kitsilano,488507.4426,5456178.63
Theft from Vehicle,2019,3,14,16,0,23XX W 15TH AVE,Kitsilano,488507.4426,5456178.63
Theft from Vehicle,2019,9,8,22,0,23XX W 18TH AVE,Arbutus Ridge,488497.4784,5455953.193
Theft from Vehicle,2019,11,5,20,45,23XX W 1ST AVE,Kitsilano,488540.1529,5457574.326
Theft from Vehicle,2019,3,12,19,30,23XX W 23RD AVE,Arbutus Ridge,488481.9843,5455459.743
Theft from Vehicle,2019,7,29,20,0,23XX W 2ND AVE,Kitsilano,488522.1087,5457476.301
Theft from Vehicle,2019,5,15,19,0,23XX W 37TH AVE,Arbutus Ridge,488365.0075,5453962.567
Theft from Vehicle,2019,5,25,21,8,23XX W 3RD AVE,Kitsilano,488529.2532,5457387.116
Theft from Vehicle,2019,5,2,12,0,23XX W 41ST AVE,Arbutus Ridge,488310.6885,5453559.777
Theft from Vehicle,2019,7,4,0,0,23XX W 41ST AVE,Arbutus Ridge,488324.4057,5453559.397
Theft from Vehicle,2019,7,16,16,0,23XX W 41ST AVE,Arbutus Ridge,488349.7937,5453558.695
Theft from Vehicle,2019,2,2,20,0,23XX W 43RD AVE,Kerrisdale,488303.5798,5453343.431
Theft from Vehicle,2019,1,12,0,0,23XX W 4TH AVE,Kitsilano,488514.0599,5457287.229
Theft from Vehicle,2019,8,11,0,0,23XX W 5TH AVE,Kitsilano,488460.6353,5457194.014
Theft from Vehicle,2019,10,1,20,0,23XX W 5TH AVE,Kitsilano,488529.6571,5457182.748
Theft from Vehicle,2019,6,19,21,30,23XX W 7TH AVE,Kitsilano,488378.1355,5456999.111
Theft from Vehicle,2019,11,6,17,30,23XX W 7TH AVE,Kitsilano,488453.1451,5457006.192
Theft from Vehicle,2019,4,29,23,30,23XX W 8TH AVE,Kitsilano,488470.6389,5456912.348
Theft from Vehicle,2019,6,12,0,0,23XX W BROADWAY AVE,Kitsilano,488502.2818,5456801.162
Theft from Vehicle,2019,5,18,23,30,23XX W BROADWAY AVE,Kitsilano,488521.9987,5456800.613
Theft from Vehicle,2019,3,2,21,30,23XX W KING EDWARD AVE,Arbutus Ridge,488510.2973,5455278.203
Theft from Vehicle,2019,8,29,16,30,23XX WALL ST,Grandview-Woodland,495762.4191,5459683.31
Theft from Vehicle,2019,8,30,7,59,23XX WALL ST,Grandview-Woodland,495762.4191,5459683.31
Theft from Vehicle,2019,1,5,7,0,23XX WALL ST,Grandview-Woodland,495844.4357,5459754.132
Theft from Vehicle,2019,8,9,19,0,23XX WOODLAND DR,Grandview-Woodland,494648.5132,5456803.946
Theft from Vehicle,2019,1,4,15,30,23XX WOODLAND DR,Grandview-Woodland,494648.5491,5456806.481
Theft from Vehicle,2019,1,22,20,0,23XX WOODLAND DR,Grandview-Woodland,494648.5491,5456806.481
Theft from Vehicle,2019,3,5,20,0,23XX YORK AVE,Kitsilano,488464.429,5457682.798
Theft from Vehicle,2019,3,3,23,30,23XX YORK AVE,Kitsilano,488490.5416,5457681.769
Theft from Vehicle,2019,8,17,22,0,23XX YORK AVE,Kitsilano,488542.2678,5457670.58
Theft from Vehicle,2019,8,17,22,0,24XX ADANAC ST,Hastings-Sunrise,495970.1435,5458298.485
Theft from Vehicle,2019,10,7,17,0,24XX ALMA ST,Kitsilano,486482.9246,5456909.498
Theft from Vehicle,2019,10,4,22,0,24XX ANCASTER CRES,Victoria-Fraserview,495833.0047,5451047.665
Theft from Vehicle,2019,11,6,20,0,24XX ASH ST,Fairview,491458.3193,5456825.001
Theft from Vehicle,2019,10,17,15,0,24XX BALACLAVA ST,Kitsilano,487337.0554,5456855.56
Theft from Vehicle,2019,5,22,9,58,24XX BALACLAVA ST,Kitsilano,487346.8403,5456879.318
Theft from Vehicle,2019,10,16,16,30,24XX BAYSWATER ST,Kitsilano,487548.4863,5456927.197
Theft from Vehicle,2019,10,18,20,0,24XX BLENHEIM ST,Kitsilano,487059.8821,5456871.824
Theft from Vehicle,2019,2,3,11,0,24XX CAROLINA ST,Mount Pleasant,493371.6683,5456664.56
Theft from Vehicle,2019,2,10,19,38,24XX CAROLINA ST,Mount Pleasant,493371.6683,5456664.56
Theft from Vehicle,2019,6,10,10,45,24XX COLUMBIA ST,Mount Pleasant,492039.4846,5456789.017
Theft from Vehicle,2019,6,14,9,0,24XX CORNWALL AVE,Kitsilano,488320.8917,5457775.846
Theft from Vehicle,2019,10,9,7,35,24XX COURTENAY ST,West Point Grey,485368.1811,5456884.685
Theft from Vehicle,2019,6,1,0,0,24XX DUNDAS ST,Hastings-Sunrise,495935.2132,5459119.947
Theft from Vehicle,2019,6,22,17,0,24XX E 12TH AVE,Renfrew-Collingwood,495896.7404,5456271.132
Theft from Vehicle,2019,6,21,0,30,24XX E 19TH AVE,Renfrew-Collingwood,495959.0742,5455609.657
Theft from Vehicle,2019,3,7,23,0,24XX E 1ST AVE,Hastings-Sunrise,495951.0331,5457430.616
Theft from Vehicle,2019,6,2,20,15,24XX E 1ST AVE,Hastings-Sunrise,495979.5213,5457431.881
Theft from Vehicle,2019,2,2,17,0,24XX E 24TH AVE,Renfrew-Collingwood,495879.6612,5455112.494
Theft from Vehicle,2019,2,11,11,0,24XX E 24TH AVE,Renfrew-Collingwood,495969.8491,5455112.897
Theft from Vehicle,2019,9,25,13,0,24XX E 24TH AVE,Renfrew-Collingwood,495971.0153,5455112.901
Theft from Vehicle,2019,3,5,3,18,24XX E 38TH AVE,Renfrew-Collingwood,495842.0413,5453676.004
Theft from Vehicle,2019,7,27,15,0,24XX E 3RD AVE,Hastings-Sunrise,495882.8098,5457203.545
Theft from Vehicle,2019,4,22,15,48,24XX E 4TH AVE,Hastings-Sunrise,495883.4716,5457104.193
Theft from Vehicle,2019,7,20,20,0,24XX E 4TH AVE,Hastings-Sunrise,495952.6629,5457099.32
Theft from Vehicle,2019,3,31,0,35,24XX E 51ST AVE,Victoria-Fraserview,495769.2725,5452190.761
Theft from Vehicle,2019,4,2,18,0,24XX E 51ST AVE,Victoria-Fraserview,495781.8559,5452190.741
Theft from Vehicle,2019,1,16,20,30,24XX E 5TH AVE,Hastings-Sunrise,496010.4364,5456992.332
Theft from Vehicle,2019,3,19,9,15,24XX E 7TH AVE,Hastings-Sunrise,495883.5132,5456787.721
Theft from Vehicle,2019,3,1,7,30,24XX E 7TH AVE,Hastings-Sunrise,495888.7923,5456787.678
Theft from Vehicle,2019,5,23,22,0,24XX E 8TH AVE,Hastings-Sunrise,495885.5112,5456685.997
Theft from Vehicle,2019,9,24,15,0,24XX E 8TH AVE,Hastings-Sunrise,495890.7113,5456685.989
Theft from Vehicle,2019,8,18,21,0,24XX E 8TH AVE,Hastings-Sunrise,496006.2593,5456685.79
Theft from Vehicle,2019,2,13,9,35,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.3129,5456581.027
Theft from Vehicle,2019,7,16,14,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.3129,5456581.027
Theft from Vehicle,2019,10,23,17,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495976.3129,5456581.027
Theft from Vehicle,2019,8,5,22,30,24XX E GEORGIA ST,Hastings-Sunrise,495893.4121,5458389.793
Theft from Vehicle,2019,7,7,0,0,24XX E GEORGIA ST,Hastings-Sunrise,495906.4859,5458398.907
Theft from Vehicle,2019,2,1,14,30,24XX E HASTINGS ST,Hastings-Sunrise,495891.8152,5458709.692
Theft from Vehicle,2019,7,3,20,0,24XX E HASTINGS ST,Hastings-Sunrise,495926.1498,5458718.752
Theft from Vehicle,2019,3,14,12,30,24XX E KENT AVE N,Victoria-Fraserview,495762.8593,5450335.081
Theft from Vehicle,2019,1,22,23,0,24XX ETON ST,Hastings-Sunrise,495946.8954,5459447.893
Theft from Vehicle,2019,5,1,0,0,24XX FRANKLIN ST,Hastings-Sunrise,495957.8774,5458809.858
Theft from Vehicle,2019,9,30,19,0,24XX FRASER ST,Mount Pleasant,493521.8355,5456737.863
Theft from Vehicle,2019,6,4,18,30,24XX GALT ST,Renfrew-Collingwood,495834.9258,5454414.046
Theft from Vehicle,2019,10,13,18,0,24XX GALT ST,Renfrew-Collingwood,495977.8608,5454319.979
Theft from Vehicle,2019,3,30,0,0,24XX GRANVILLE ST,Fairview,489924.7181,5456821.27
Theft from Vehicle,2019,3,17,14,0,24XX GRANVILLE ST,Fairview,489925.475,5456850.985
Theft from Vehicle,2019,1,6,20,0,24XX GRANVILLE ST,Fairview,489925.8596,5456866.072
Theft from Vehicle,2019,6,6,17,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Theft from Vehicle,2019,6,6,18,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Theft from Vehicle,2019,6,7,3,0,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Theft from Vehicle,2019,6,7,8,36,24XX GRAVELEY ST,Hastings-Sunrise,495889.7463,5457513.233
Theft from Vehicle,2019,4,12,20,0,24XX GUELPH ST,Mount Pleasant,493099.5273,5456743.928
Theft from Vehicle,2019,7,15,5,8,24XX GUELPH ST,Mount Pleasant,493099.5339,5456744.125
Theft from Vehicle,2019,3,26,22,0,24XX GUELPH ST,Mount Pleasant,493099.6682,5456747.989
Theft from Vehicle,2019,5,26,22,0,24XX HARRISON DR,Victoria-Fraserview,495854.8671,5450790.183
Theft from Vehicle,2019,1,2,22,0,24XX HARRISON DR,Victoria-Fraserview,495859.0002,5450805.049
Theft from Vehicle,2019,6,23,18,0,24XX HARRISON DR,Victoria-Fraserview,495860.5911,5450818.239
Theft from Vehicle,2019,6,14,19,0,24XX HARRISON DR,Victoria-Fraserview,495875.194,5450939.298
Theft from Vehicle,2019,4,22,13,0,24XX HEATHER ST,Fairview,491282.515,5456753.12
Theft from Vehicle,2019,10,11,16,15,24XX HEATHER ST,Fairview,491284.556,5456793.927
Theft from Vehicle,2019,4,12,16,30,24XX HEATHER ST,Fairview,491284.5794,5456794.387
Theft from Vehicle,2019,4,13,0,0,24XX HEATHER ST,Fairview,491284.5794,5456794.387
Theft from Vehicle,2019,10,4,17,0,24XX KAMLOOPS ST,Hastings-Sunrise,496014.6473,5456684.734
Theft from Vehicle,2019,2,26,18,0,24XX MAIN ST,Mount Pleasant,492644.7214,5456749.573
Theft from Vehicle,2019,1,15,19,17,24XX MAIN ST,Mount Pleasant,492645.0897,5456771.26
Theft from Vehicle,2019,6,16,3,13,24XX MAIN ST,Mount Pleasant,492666.0427,5456764.289
Theft from Vehicle,2019,1,20,22,25,24XX MAPLE ST,Kitsilano,489053.75,5456863.538
